id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_penduduk,satuan,tahun
500,32,JAWA BARAT,3216,KABUPATEN BEKASI,45-49,PEREMPUAN,116797,JIWA,2021
501,32,JAWA BARAT,3216,KABUPATEN BEKASI,50-54,LAKI-LAKI,93851,JIWA,2021
502,32,JAWA BARAT,3216,KABUPATEN BEKASI,50-54,PEREMPUAN,84065,JIWA,2021
503,32,JAWA BARAT,3216,KABUPATEN BEKASI,55-59,LAKI-LAKI,62095,JIWA,2021
504,32,JAWA BARAT,3216,KABUPATEN BEKASI,55-59,PEREMPUAN,57225,JIWA,2021
505,32,JAWA BARAT,3216,KABUPATEN BEKASI,60-64,LAKI-LAKI,41639,JIWA,2021
506,32,JAWA BARAT,3216,KABUPATEN BEKASI,60-64,PEREMPUAN,38741,JIWA,2021
507,32,JAWA BARAT,3216,KABUPATEN BEKASI,65-69,LAKI-LAKI,25642,JIWA,2021
508,32,JAWA BARAT,3216,KABUPATEN BEKASI,65-69,PEREMPUAN,23349,JIWA,2021
509,32,JAWA BARAT,3216,KABUPATEN BEKASI,70-74,LAKI-LAKI,13608,JIWA,2021
510,32,JAWA BARAT,3216,KABUPATEN BEKASI,70-74,PEREMPUAN,13937,JIWA,2021
511,32,JAWA BARAT,3216,KABUPATEN BEKASI,> 75,LAKI-LAKI,12956,JIWA,2021
512,32,JAWA BARAT,3216,KABUPATEN BEKASI,> 75,PEREMPUAN,15011,JIWA,2021
513,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,00-04,LAKI-LAKI,73576,JIWA,2021
514,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,00-04,PEREMPUAN,68732,JIWA,2021
515,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,05-09,LAKI-LAKI,85458,JIWA,2021
516,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,05-09,PEREMPUAN,79532,JIWA,2021
517,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10-14,LAKI-LAKI,83001,JIWA,2021
518,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10-14,PEREMPUAN,78737,JIWA,2021
519,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,LAKI-LAKI,68994,JIWA,2021
520,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,PEREMPUAN,66789,JIWA,2021
521,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,LAKI-LAKI,79159,JIWA,2021
522,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,PEREMPUAN,74601,JIWA,2021
523,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-29,LAKI-LAKI,75741,JIWA,2021
524,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-29,PEREMPUAN,72001,JIWA,2021
525,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,30-34,LAKI-LAKI,63839,JIWA,2021
526,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,30-34,PEREMPUAN,61517,JIWA,2021
527,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,35-39,LAKI-LAKI,70798,JIWA,2021
528,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,35-39,PEREMPUAN,69910,JIWA,2021
529,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,40-44,LAKI-LAKI,66938,JIWA,2021
530,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,40-44,PEREMPUAN,66277,JIWA,2021
531,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,45-49,LAKI-LAKI,63574,JIWA,2021
532,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,45-49,PEREMPUAN,64133,JIWA,2021
533,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,50-54,LAKI-LAKI,51747,JIWA,2021
534,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,50-54,PEREMPUAN,50204,JIWA,2021
535,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,55-59,LAKI-LAKI,42157,JIWA,2021
536,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,55-59,PEREMPUAN,41075,JIWA,2021
537,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,60-64,LAKI-LAKI,31516,JIWA,2021
538,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,60-64,PEREMPUAN,29780,JIWA,2021
539,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,65-69,LAKI-LAKI,22610,JIWA,2021
540,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,65-69,PEREMPUAN,21248,JIWA,2021
541,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,70-74,LAKI-LAKI,12446,JIWA,2021
542,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,70-74,PEREMPUAN,12714,JIWA,2021
543,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,> 75,LAKI-LAKI,15590,JIWA,2021
544,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,> 75,PEREMPUAN,16373,JIWA,2021
545,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,00-04,LAKI-LAKI,14055,JIWA,2021
546,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,00-04,PEREMPUAN,13097,JIWA,2021
547,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,05-09,LAKI-LAKI,16443,JIWA,2021
548,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,05-09,PEREMPUAN,15308,JIWA,2021
549,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10-14,LAKI-LAKI,17434,JIWA,2021
550,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10-14,PEREMPUAN,16451,JIWA,2021
551,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,LAKI-LAKI,15529,JIWA,2021
552,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,PEREMPUAN,14977,JIWA,2021
553,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,LAKI-LAKI,17714,JIWA,2021
554,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,PEREMPUAN,16810,JIWA,2021
555,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-29,LAKI-LAKI,17191,JIWA,2021
556,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-29,PEREMPUAN,16133,JIWA,2021
557,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,30-34,LAKI-LAKI,14963,JIWA,2021
558,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,30-34,PEREMPUAN,14351,JIWA,2021
559,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,35-39,LAKI-LAKI,15310,JIWA,2021
560,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,35-39,PEREMPUAN,15178,JIWA,2021
561,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,40-44,LAKI-LAKI,14079,JIWA,2021
562,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,40-44,PEREMPUAN,14863,JIWA,2021
563,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,45-49,LAKI-LAKI,15138,JIWA,2021
564,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,45-49,PEREMPUAN,16186,JIWA,2021
565,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,50-54,LAKI-LAKI,14432,JIWA,2021
566,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,50-54,PEREMPUAN,15612,JIWA,2021
567,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,55-59,LAKI-LAKI,13324,JIWA,2021
568,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,55-59,PEREMPUAN,14398,JIWA,2021
569,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,60-64,LAKI-LAKI,11304,JIWA,2021
570,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,60-64,PEREMPUAN,11920,JIWA,2021
571,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,65-69,LAKI-LAKI,8657,JIWA,2021
572,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,65-69,PEREMPUAN,8138,JIWA,2021
573,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,70-74,LAKI-LAKI,5293,JIWA,2021
574,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,70-74,PEREMPUAN,5429,JIWA,2021
575,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,> 75,LAKI-LAKI,5865,JIWA,2021
576,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,> 75,PEREMPUAN,7017,JIWA,2021
577,32,JAWA BARAT,3271,KOTA BOGOR,00-04,LAKI-LAKI,43446,JIWA,2021
578,32,JAWA BARAT,3271,KOTA BOGOR,00-04,PEREMPUAN,40635,JIWA,2021
579,32,JAWA BARAT,3271,KOTA BOGOR,05-09,LAKI-LAKI,50154,JIWA,2021
580,32,JAWA BARAT,3271,KOTA BOGOR,05-09,PEREMPUAN,46883,JIWA,2021
581,32,JAWA BARAT,3271,KOTA BOGOR,10-14,LAKI-LAKI,49117,JIWA,2021
582,32,JAWA BARAT,3271,KOTA BOGOR,10-14,PEREMPUAN,45724,JIWA,2021
583,32,JAWA BARAT,3271,KOTA BOGOR,15-19,LAKI-LAKI,41794,JIWA,2021
584,32,JAWA BARAT,3271,KOTA BOGOR,15-19,PEREMPUAN,40646,JIWA,2021
585,32,JAWA BARAT,3271,KOTA BOGOR,20-24,LAKI-LAKI,45811,JIWA,2021
586,32,JAWA BARAT,3271,KOTA BOGOR,20-24,PEREMPUAN,44253,JIWA,2021
587,32,JAWA BARAT,3271,KOTA BOGOR,25-29,LAKI-LAKI,45700,JIWA,2021
588,32,JAWA BARAT,3271,KOTA BOGOR,25-29,PEREMPUAN,45077,JIWA,2021
589,32,JAWA BARAT,3271,KOTA BOGOR,30-34,LAKI-LAKI,42663,JIWA,2021
590,32,JAWA BARAT,3271,KOTA BOGOR,30-34,PEREMPUAN,41370,JIWA,2021
591,32,JAWA BARAT,3271,KOTA BOGOR,35-39,LAKI-LAKI,44592,JIWA,2021
592,32,JAWA BARAT,3271,KOTA BOGOR,35-39,PEREMPUAN,43570,JIWA,2021
593,32,JAWA BARAT,3271,KOTA BOGOR,40-44,LAKI-LAKI,42780,JIWA,2021
594,32,JAWA BARAT,3271,KOTA BOGOR,40-44,PEREMPUAN,42366,JIWA,2021
595,32,JAWA BARAT,3271,KOTA BOGOR,45-49,LAKI-LAKI,39136,JIWA,2021
596,32,JAWA BARAT,3271,KOTA BOGOR,45-49,PEREMPUAN,38883,JIWA,2021
597,32,JAWA BARAT,3271,KOTA BOGOR,50-54,LAKI-LAKI,33154,JIWA,2021
598,32,JAWA BARAT,3271,KOTA BOGOR,50-54,PEREMPUAN,32934,JIWA,2021
599,32,JAWA BARAT,3271,KOTA BOGOR,55-59,LAKI-LAKI,25722,JIWA,2021
600,32,JAWA BARAT,3271,KOTA BOGOR,55-59,PEREMPUAN,26003,JIWA,2021
601,32,JAWA BARAT,3271,KOTA BOGOR,60-64,LAKI-LAKI,19350,JIWA,2021
602,32,JAWA BARAT,3271,KOTA BOGOR,60-64,PEREMPUAN,20150,JIWA,2021
603,32,JAWA BARAT,3271,KOTA BOGOR,65-69,LAKI-LAKI,13790,JIWA,2021
604,32,JAWA BARAT,3271,KOTA BOGOR,65-69,PEREMPUAN,13898,JIWA,2021
605,32,JAWA BARAT,3271,KOTA BOGOR,70-74,LAKI-LAKI,7293,JIWA,2021
606,32,JAWA BARAT,3271,KOTA BOGOR,70-74,PEREMPUAN,7886,JIWA,2021
607,32,JAWA BARAT,3271,KOTA BOGOR,> 75,LAKI-LAKI,7118,JIWA,2021
608,32,JAWA BARAT,3271,KOTA BOGOR,> 75,PEREMPUAN,9498,JIWA,2021
609,32,JAWA BARAT,3272,KOTA SUKABUMI,00-04,LAKI-LAKI,14706,JIWA,2021
610,32,JAWA BARAT,3272,KOTA SUKABUMI,00-04,PEREMPUAN,13752,JIWA,2021
611,32,JAWA BARAT,3272,KOTA SUKABUMI,05-09,LAKI-LAKI,16410,JIWA,2021
612,32,JAWA BARAT,3272,KOTA SUKABUMI,05-09,PEREMPUAN,15328,JIWA,2021
613,32,JAWA BARAT,3272,KOTA SUKABUMI,10-14,LAKI-LAKI,15756,JIWA,2021
614,32,JAWA BARAT,3272,KOTA SUKABUMI,10-14,PEREMPUAN,14754,JIWA,2021
615,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,LAKI-LAKI,14421,JIWA,2021
616,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,PEREMPUAN,13960,JIWA,2021
617,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,LAKI-LAKI,14949,JIWA,2021
618,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,PEREMPUAN,14534,JIWA,2021
619,32,JAWA BARAT,3272,KOTA SUKABUMI,25-29,LAKI-LAKI,14644,JIWA,2021
620,32,JAWA BARAT,3272,KOTA SUKABUMI,25-29,PEREMPUAN,14502,JIWA,2021
621,32,JAWA BARAT,3272,KOTA SUKABUMI,30-34,LAKI-LAKI,13144,JIWA,2021
622,32,JAWA BARAT,3272,KOTA SUKABUMI,30-34,PEREMPUAN,12835,JIWA,2021
623,32,JAWA BARAT,3272,KOTA SUKABUMI,35-39,LAKI-LAKI,13996,JIWA,2021
624,32,JAWA BARAT,3272,KOTA SUKABUMI,35-39,PEREMPUAN,13889,JIWA,2021
625,32,JAWA BARAT,3272,KOTA SUKABUMI,40-44,LAKI-LAKI,12954,JIWA,2021
626,32,JAWA BARAT,3272,KOTA SUKABUMI,40-44,PEREMPUAN,13101,JIWA,2021
627,32,JAWA BARAT,3272,KOTA SUKABUMI,45-49,LAKI-LAKI,11570,JIWA,2021
628,32,JAWA BARAT,3272,KOTA SUKABUMI,45-49,PEREMPUAN,11735,JIWA,2021
629,32,JAWA BARAT,3272,KOTA SUKABUMI,50-54,LAKI-LAKI,10176,JIWA,2021
630,32,JAWA BARAT,3272,KOTA SUKABUMI,50-54,PEREMPUAN,10606,JIWA,2021
631,32,JAWA BARAT,3272,KOTA SUKABUMI,55-59,LAKI-LAKI,8410,JIWA,2021
632,32,JAWA BARAT,3272,KOTA SUKABUMI,55-59,PEREMPUAN,8932,JIWA,2021
633,32,JAWA BARAT,3272,KOTA SUKABUMI,60-64,LAKI-LAKI,6465,JIWA,2021
634,32,JAWA BARAT,3272,KOTA SUKABUMI,60-64,PEREMPUAN,6731,JIWA,2021
635,32,JAWA BARAT,3272,KOTA SUKABUMI,65-69,LAKI-LAKI,4670,JIWA,2021
636,32,JAWA BARAT,3272,KOTA SUKABUMI,65-69,PEREMPUAN,4937,JIWA,2021
637,32,JAWA BARAT,3272,KOTA SUKABUMI,70-74,LAKI-LAKI,2499,JIWA,2021
638,32,JAWA BARAT,3272,KOTA SUKABUMI,70-74,PEREMPUAN,2870,JIWA,2021
639,32,JAWA BARAT,3272,KOTA SUKABUMI,> 75,LAKI-LAKI,2679,JIWA,2021
640,32,JAWA BARAT,3272,KOTA SUKABUMI,> 75,PEREMPUAN,3716,JIWA,2021
641,32,JAWA BARAT,3273,KOTA BANDUNG,00-04,LAKI-LAKI,91202,JIWA,2021
642,32,JAWA BARAT,3273,KOTA BANDUNG,00-04,PEREMPUAN,85557,JIWA,2021
643,32,JAWA BARAT,3273,KOTA BANDUNG,05-09,LAKI-LAKI,108954,JIWA,2021
644,32,JAWA BARAT,3273,KOTA BANDUNG,05-09,PEREMPUAN,101790,JIWA,2021
645,32,JAWA BARAT,3273,KOTA BANDUNG,10-14,LAKI-LAKI,109617,JIWA,2021
646,32,JAWA BARAT,3273,KOTA BANDUNG,10-14,PEREMPUAN,103363,JIWA,2021
647,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,LAKI-LAKI,96278,JIWA,2021
648,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,PEREMPUAN,92223,JIWA,2021
649,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,LAKI-LAKI,102173,JIWA,2021
650,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,PEREMPUAN,98798,JIWA,2021
651,32,JAWA BARAT,3273,KOTA BANDUNG,25-29,LAKI-LAKI,100838,JIWA,2021
652,32,JAWA BARAT,3273,KOTA BANDUNG,25-29,PEREMPUAN,101916,JIWA,2021
653,32,JAWA BARAT,3273,KOTA BANDUNG,30-34,LAKI-LAKI,93400,JIWA,2021
654,32,JAWA BARAT,3273,KOTA BANDUNG,30-34,PEREMPUAN,92111,JIWA,2021
655,32,JAWA BARAT,3273,KOTA BANDUNG,35-39,LAKI-LAKI,101460,JIWA,2021
656,32,JAWA BARAT,3273,KOTA BANDUNG,35-39,PEREMPUAN,98953,JIWA,2021
657,32,JAWA BARAT,3273,KOTA BANDUNG,40-44,LAKI-LAKI,102278,JIWA,2021
658,32,JAWA BARAT,3273,KOTA BANDUNG,40-44,PEREMPUAN,100850,JIWA,2021
659,32,JAWA BARAT,3273,KOTA BANDUNG,45-49,LAKI-LAKI,92116,JIWA,2021
660,32,JAWA BARAT,3273,KOTA BANDUNG,45-49,PEREMPUAN,92732,JIWA,2021
661,32,JAWA BARAT,3273,KOTA BANDUNG,50-54,LAKI-LAKI,79335,JIWA,2021
662,32,JAWA BARAT,3273,KOTA BANDUNG,50-54,PEREMPUAN,80788,JIWA,2021
663,32,JAWA BARAT,3273,KOTA BANDUNG,55-59,LAKI-LAKI,63974,JIWA,2021
664,32,JAWA BARAT,3273,KOTA BANDUNG,55-59,PEREMPUAN,67901,JIWA,2021
665,32,JAWA BARAT,3273,KOTA BANDUNG,60-64,LAKI-LAKI,49001,JIWA,2021
666,32,JAWA BARAT,3273,KOTA BANDUNG,60-64,PEREMPUAN,53275,JIWA,2021
667,32,JAWA BARAT,3273,KOTA BANDUNG,65-69,LAKI-LAKI,36922,JIWA,2021
668,32,JAWA BARAT,3273,KOTA BANDUNG,65-69,PEREMPUAN,38985,JIWA,2021
669,32,JAWA BARAT,3273,KOTA BANDUNG,70-74,LAKI-LAKI,19251,JIWA,2021
670,32,JAWA BARAT,3273,KOTA BANDUNG,70-74,PEREMPUAN,21852,JIWA,2021
671,32,JAWA BARAT,3273,KOTA BANDUNG,> 75,LAKI-LAKI,20862,JIWA,2021
672,32,JAWA BARAT,3273,KOTA BANDUNG,> 75,PEREMPUAN,29099,JIWA,2021
673,32,JAWA BARAT,3274,KOTA CIREBON,00-04,LAKI-LAKI,14009,JIWA,2021
674,32,JAWA BARAT,3274,KOTA CIREBON,00-04,PEREMPUAN,12997,JIWA,2021
675,32,JAWA BARAT,3274,KOTA CIREBON,05-09,LAKI-LAKI,15124,JIWA,2021
676,32,JAWA BARAT,3274,KOTA CIREBON,05-09,PEREMPUAN,14108,JIWA,2021
677,32,JAWA BARAT,3274,KOTA CIREBON,10-14,LAKI-LAKI,15412,JIWA,2021
678,32,JAWA BARAT,3274,KOTA CIREBON,10-14,PEREMPUAN,14630,JIWA,2021
679,32,JAWA BARAT,3274,KOTA CIREBON,15-19,LAKI-LAKI,14575,JIWA,2021
680,32,JAWA BARAT,3274,KOTA CIREBON,15-19,PEREMPUAN,13810,JIWA,2021
681,32,JAWA BARAT,3274,KOTA CIREBON,20-24,LAKI-LAKI,14967,JIWA,2021
682,32,JAWA BARAT,3274,KOTA CIREBON,20-24,PEREMPUAN,14144,JIWA,2021
683,32,JAWA BARAT,3274,KOTA CIREBON,25-29,LAKI-LAKI,14283,JIWA,2021
684,32,JAWA BARAT,3274,KOTA CIREBON,25-29,PEREMPUAN,13711,JIWA,2021
685,32,JAWA BARAT,3274,KOTA CIREBON,30-34,LAKI-LAKI,13143,JIWA,2021
686,32,JAWA BARAT,3274,KOTA CIREBON,30-34,PEREMPUAN,12479,JIWA,2021
687,32,JAWA BARAT,3274,KOTA CIREBON,35-39,LAKI-LAKI,13323,JIWA,2021
688,32,JAWA BARAT,3274,KOTA CIREBON,35-39,PEREMPUAN,13065,JIWA,2021
689,32,JAWA BARAT,3274,KOTA CIREBON,40-44,LAKI-LAKI,13384,JIWA,2021
690,32,JAWA BARAT,3274,KOTA CIREBON,40-44,PEREMPUAN,13444,JIWA,2021
691,32,JAWA BARAT,3274,KOTA CIREBON,45-49,LAKI-LAKI,11942,JIWA,2021
692,32,JAWA BARAT,3274,KOTA CIREBON,45-49,PEREMPUAN,11983,JIWA,2021
693,32,JAWA BARAT,3274,KOTA CIREBON,50-54,LAKI-LAKI,9865,JIWA,2021
694,32,JAWA BARAT,3274,KOTA CIREBON,50-54,PEREMPUAN,10456,JIWA,2021
695,32,JAWA BARAT,3274,KOTA CIREBON,55-59,LAKI-LAKI,7687,JIWA,2021
696,32,JAWA BARAT,3274,KOTA CIREBON,55-59,PEREMPUAN,8514,JIWA,2021
697,32,JAWA BARAT,3274,KOTA CIREBON,60-64,LAKI-LAKI,5875,JIWA,2021
698,32,JAWA BARAT,3274,KOTA CIREBON,60-64,PEREMPUAN,7079,JIWA,2021
699,32,JAWA BARAT,3274,KOTA CIREBON,65-69,LAKI-LAKI,4452,JIWA,2021
700,32,JAWA BARAT,3274,KOTA CIREBON,65-69,PEREMPUAN,5062,JIWA,2021
701,32,JAWA BARAT,3274,KOTA CIREBON,70-74,LAKI-LAKI,2314,JIWA,2021
702,32,JAWA BARAT,3274,KOTA CIREBON,70-74,PEREMPUAN,2775,JIWA,2021
703,32,JAWA BARAT,3274,KOTA CIREBON,> 75,LAKI-LAKI,2001,JIWA,2021
704,32,JAWA BARAT,3274,KOTA CIREBON,> 75,PEREMPUAN,3054,JIWA,2021
705,32,JAWA BARAT,3275,KOTA BEKASI,00-04,LAKI-LAKI,92037,JIWA,2021
706,32,JAWA BARAT,3275,KOTA BEKASI,00-04,PEREMPUAN,86047,JIWA,2021
707,32,JAWA BARAT,3275,KOTA BEKASI,05-09,LAKI-LAKI,109332,JIWA,2021
708,32,JAWA BARAT,3275,KOTA BEKASI,05-09,PEREMPUAN,101595,JIWA,2021
709,32,JAWA BARAT,3275,KOTA BEKASI,10-14,LAKI-LAKI,108611,JIWA,2021
710,32,JAWA BARAT,3275,KOTA BEKASI,10-14,PEREMPUAN,101919,JIWA,2021
711,32,JAWA BARAT,3275,KOTA BEKASI,15-19,LAKI-LAKI,97248,JIWA,2021
712,32,JAWA BARAT,3275,KOTA BEKASI,15-19,PEREMPUAN,91216,JIWA,2021
713,32,JAWA BARAT,3275,KOTA BEKASI,20-24,LAKI-LAKI,102268,JIWA,2021
714,32,JAWA BARAT,3275,KOTA BEKASI,20-24,PEREMPUAN,98152,JIWA,2021
715,32,JAWA BARAT,3275,KOTA BEKASI,25-29,LAKI-LAKI,102891,JIWA,2021
716,32,JAWA BARAT,3275,KOTA BEKASI,25-29,PEREMPUAN,105570,JIWA,2021
717,32,JAWA BARAT,3275,KOTA BEKASI,30-34,LAKI-LAKI,100662,JIWA,2021
718,32,JAWA BARAT,3275,KOTA BEKASI,30-34,PEREMPUAN,101902,JIWA,2021
719,32,JAWA BARAT,3275,KOTA BEKASI,35-39,LAKI-LAKI,105874,JIWA,2021
720,32,JAWA BARAT,3275,KOTA BEKASI,35-39,PEREMPUAN,107033,JIWA,2021
721,32,JAWA BARAT,3275,KOTA BEKASI,40-44,LAKI-LAKI,97266,JIWA,2021
722,32,JAWA BARAT,3275,KOTA BEKASI,40-44,PEREMPUAN,100939,JIWA,2021
723,32,JAWA BARAT,3275,KOTA BEKASI,45-49,LAKI-LAKI,86114,JIWA,2021
724,32,JAWA BARAT,3275,KOTA BEKASI,45-49,PEREMPUAN,90529,JIWA,2021
725,32,JAWA BARAT,3275,KOTA BEKASI,50-54,LAKI-LAKI,74135,JIWA,2021
726,32,JAWA BARAT,3275,KOTA BEKASI,50-54,PEREMPUAN,76939,JIWA,2021
727,32,JAWA BARAT,3275,KOTA BEKASI,55-59,LAKI-LAKI,58764,JIWA,2021
728,32,JAWA BARAT,3275,KOTA BEKASI,55-59,PEREMPUAN,65245,JIWA,2021
729,32,JAWA BARAT,3275,KOTA BEKASI,60-64,LAKI-LAKI,46089,JIWA,2021
730,32,JAWA BARAT,3275,KOTA BEKASI,60-64,PEREMPUAN,47909,JIWA,2021
731,32,JAWA BARAT,3275,KOTA BEKASI,65-69,LAKI-LAKI,31332,JIWA,2021
732,32,JAWA BARAT,3275,KOTA BEKASI,65-69,PEREMPUAN,28259,JIWA,2021
733,32,JAWA BARAT,3275,KOTA BEKASI,70-74,LAKI-LAKI,14688,JIWA,2021
734,32,JAWA BARAT,3275,KOTA BEKASI,70-74,PEREMPUAN,13987,JIWA,2021
735,32,JAWA BARAT,3275,KOTA BEKASI,> 75,LAKI-LAKI,11028,JIWA,2021
736,32,JAWA BARAT,3275,KOTA BEKASI,> 75,PEREMPUAN,12868,JIWA,2021
737,32,JAWA BARAT,3276,KOTA DEPOK,00-04,LAKI-LAKI,71503,JIWA,2021
738,32,JAWA BARAT,3276,KOTA DEPOK,00-04,PEREMPUAN,66504,JIWA,2021
739,32,JAWA BARAT,3276,KOTA DEPOK,05-09,LAKI-LAKI,84272,JIWA,2021
740,32,JAWA BARAT,3276,KOTA DEPOK,05-09,PEREMPUAN,78478,JIWA,2021
741,32,JAWA BARAT,3276,KOTA DEPOK,10-14,LAKI-LAKI,86704,JIWA,2021
742,32,JAWA BARAT,3276,KOTA DEPOK,10-14,PEREMPUAN,80677,JIWA,2021
743,32,JAWA BARAT,3276,KOTA DEPOK,15-19,LAKI-LAKI,76606,JIWA,2021
744,32,JAWA BARAT,3276,KOTA DEPOK,15-19,PEREMPUAN,72762,JIWA,2021
745,32,JAWA BARAT,3276,KOTA DEPOK,20-24,LAKI-LAKI,78298,JIWA,2021
746,32,JAWA BARAT,3276,KOTA DEPOK,20-24,PEREMPUAN,74392,JIWA,2021
747,32,JAWA BARAT,3276,KOTA DEPOK,25-29,LAKI-LAKI,74994,JIWA,2021
748,32,JAWA BARAT,3276,KOTA DEPOK,25-29,PEREMPUAN,75220,JIWA,2021
749,32,JAWA BARAT,3276,KOTA DEPOK,30-34,LAKI-LAKI,69501,JIWA,2021
750,32,JAWA BARAT,3276,KOTA DEPOK,30-34,PEREMPUAN,71361,JIWA,2021
751,32,JAWA BARAT,3276,KOTA DEPOK,35-39,LAKI-LAKI,76996,JIWA,2021
752,32,JAWA BARAT,3276,KOTA DEPOK,35-39,PEREMPUAN,80317,JIWA,2021
753,32,JAWA BARAT,3276,KOTA DEPOK,40-44,LAKI-LAKI,78401,JIWA,2021
754,32,JAWA BARAT,3276,KOTA DEPOK,40-44,PEREMPUAN,80558,JIWA,2021
755,32,JAWA BARAT,3276,KOTA DEPOK,45-49,LAKI-LAKI,73376,JIWA,2021
756,32,JAWA BARAT,3276,KOTA DEPOK,45-49,PEREMPUAN,73620,JIWA,2021
757,32,JAWA BARAT,3276,KOTA DEPOK,50-54,LAKI-LAKI,61280,JIWA,2021
758,32,JAWA BARAT,3276,KOTA DEPOK,50-54,PEREMPUAN,60529,JIWA,2021
759,32,JAWA BARAT,3276,KOTA DEPOK,55-59,LAKI-LAKI,45348,JIWA,2021
760,32,JAWA BARAT,3276,KOTA DEPOK,55-59,PEREMPUAN,46857,JIWA,2021
761,32,JAWA BARAT,3276,KOTA DEPOK,60-64,LAKI-LAKI,31870,JIWA,2021
762,32,JAWA BARAT,3276,KOTA DEPOK,60-64,PEREMPUAN,33949,JIWA,2021
763,32,JAWA BARAT,3276,KOTA DEPOK,65-69,LAKI-LAKI,21224,JIWA,2021
