id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_penduduk,satuan,tahun
248,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,55-59,PEREMPUAN,33051,JIWA,2021
249,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,60-64,LAKI-LAKI,25133,JIWA,2021
250,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,60-64,PEREMPUAN,26223,JIWA,2021
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,65-69,LAKI-LAKI,19273,JIWA,2021
252,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,65-69,PEREMPUAN,19702,JIWA,2021
253,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,70-74,LAKI-LAKI,11856,JIWA,2021
254,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,70-74,PEREMPUAN,12836,JIWA,2021
255,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,> 75,LAKI-LAKI,14092,JIWA,2021
256,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,> 75,PEREMPUAN,16888,JIWA,2021
257,32,JAWA BARAT,3209,KABUPATEN CIREBON,00-04,LAKI-LAKI,96590,JIWA,2021
258,32,JAWA BARAT,3209,KABUPATEN CIREBON,00-04,PEREMPUAN,90126,JIWA,2021
259,32,JAWA BARAT,3209,KABUPATEN CIREBON,05-09,LAKI-LAKI,107176,JIWA,2021
260,32,JAWA BARAT,3209,KABUPATEN CIREBON,05-09,PEREMPUAN,99151,JIWA,2021
261,32,JAWA BARAT,3209,KABUPATEN CIREBON,10-14,LAKI-LAKI,97612,JIWA,2021
262,32,JAWA BARAT,3209,KABUPATEN CIREBON,10-14,PEREMPUAN,91733,JIWA,2021
263,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,LAKI-LAKI,82322,JIWA,2021
264,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,PEREMPUAN,81209,JIWA,2021
265,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,LAKI-LAKI,104566,JIWA,2021
266,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,PEREMPUAN,100487,JIWA,2021
267,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-29,LAKI-LAKI,106039,JIWA,2021
268,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-29,PEREMPUAN,98528,JIWA,2021
269,32,JAWA BARAT,3209,KABUPATEN CIREBON,30-34,LAKI-LAKI,100680,JIWA,2021
270,32,JAWA BARAT,3209,KABUPATEN CIREBON,30-34,PEREMPUAN,92629,JIWA,2021
271,32,JAWA BARAT,3209,KABUPATEN CIREBON,35-39,LAKI-LAKI,104627,JIWA,2021
272,32,JAWA BARAT,3209,KABUPATEN CIREBON,35-39,PEREMPUAN,103253,JIWA,2021
273,32,JAWA BARAT,3209,KABUPATEN CIREBON,40-44,LAKI-LAKI,95118,JIWA,2021
274,32,JAWA BARAT,3209,KABUPATEN CIREBON,40-44,PEREMPUAN,94977,JIWA,2021
275,32,JAWA BARAT,3209,KABUPATEN CIREBON,45-49,LAKI-LAKI,85206,JIWA,2021
276,32,JAWA BARAT,3209,KABUPATEN CIREBON,45-49,PEREMPUAN,86051,JIWA,2021
277,32,JAWA BARAT,3209,KABUPATEN CIREBON,50-54,LAKI-LAKI,67808,JIWA,2021
278,32,JAWA BARAT,3209,KABUPATEN CIREBON,50-54,PEREMPUAN,67239,JIWA,2021
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,55-59,LAKI-LAKI,51618,JIWA,2021
280,32,JAWA BARAT,3209,KABUPATEN CIREBON,55-59,PEREMPUAN,53562,JIWA,2021
281,32,JAWA BARAT,3209,KABUPATEN CIREBON,60-64,LAKI-LAKI,40017,JIWA,2021
282,32,JAWA BARAT,3209,KABUPATEN CIREBON,60-64,PEREMPUAN,41327,JIWA,2021
283,32,JAWA BARAT,3209,KABUPATEN CIREBON,65-69,LAKI-LAKI,28420,JIWA,2021
284,32,JAWA BARAT,3209,KABUPATEN CIREBON,65-69,PEREMPUAN,28575,JIWA,2021
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,70-74,LAKI-LAKI,16213,JIWA,2021
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,70-74,PEREMPUAN,17921,JIWA,2021
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,> 75,LAKI-LAKI,14914,JIWA,2021
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,> 75,PEREMPUAN,19354,JIWA,2021
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,00-04,LAKI-LAKI,49128,JIWA,2021
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,00-04,PEREMPUAN,46483,JIWA,2021
291,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,05-09,LAKI-LAKI,56711,JIWA,2021
292,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,05-09,PEREMPUAN,52681,JIWA,2021
293,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10-14,LAKI-LAKI,55388,JIWA,2021
294,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10-14,PEREMPUAN,51739,JIWA,2021
295,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,LAKI-LAKI,44724,JIWA,2021
296,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,PEREMPUAN,44874,JIWA,2021
297,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,LAKI-LAKI,53062,JIWA,2021
298,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,PEREMPUAN,51562,JIWA,2021
299,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-29,LAKI-LAKI,52356,JIWA,2021
300,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-29,PEREMPUAN,49713,JIWA,2021
301,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,30-34,LAKI-LAKI,46581,JIWA,2021
302,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,30-34,PEREMPUAN,45112,JIWA,2021
303,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,35-39,LAKI-LAKI,52252,JIWA,2021
304,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,35-39,PEREMPUAN,53528,JIWA,2021
305,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,40-44,LAKI-LAKI,50804,JIWA,2021
306,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,40-44,PEREMPUAN,52143,JIWA,2021
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,45-49,LAKI-LAKI,49650,JIWA,2021
308,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,45-49,PEREMPUAN,52354,JIWA,2021
309,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,50-54,LAKI-LAKI,40970,JIWA,2021
310,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,50-54,PEREMPUAN,42278,JIWA,2021
311,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,55-59,LAKI-LAKI,35123,JIWA,2021
312,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,55-59,PEREMPUAN,35643,JIWA,2021
313,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,60-64,LAKI-LAKI,29017,JIWA,2021
314,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,60-64,PEREMPUAN,29121,JIWA,2021
315,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,65-69,LAKI-LAKI,21706,JIWA,2021
316,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,65-69,PEREMPUAN,20979,JIWA,2021
317,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,70-74,LAKI-LAKI,13829,JIWA,2021
318,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,70-74,PEREMPUAN,14166,JIWA,2021
319,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,> 75,LAKI-LAKI,14311,JIWA,2021
320,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,> 75,PEREMPUAN,15866,JIWA,2021
321,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,00-04,LAKI-LAKI,40642,JIWA,2021
322,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,00-04,PEREMPUAN,37669,JIWA,2021
323,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,05-09,LAKI-LAKI,48113,JIWA,2021
324,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,05-09,PEREMPUAN,45221,JIWA,2021
325,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10-14,LAKI-LAKI,49334,JIWA,2021
326,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10-14,PEREMPUAN,46355,JIWA,2021
327,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,LAKI-LAKI,44897,JIWA,2021
328,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,PEREMPUAN,42602,JIWA,2021
329,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,LAKI-LAKI,46710,JIWA,2021
330,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,PEREMPUAN,44909,JIWA,2021
331,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-29,LAKI-LAKI,47411,JIWA,2021
332,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-29,PEREMPUAN,44444,JIWA,2021
333,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,30-34,LAKI-LAKI,40627,JIWA,2021
334,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,30-34,PEREMPUAN,39589,JIWA,2021
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,35-39,LAKI-LAKI,41393,JIWA,2021
336,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,35-39,PEREMPUAN,40649,JIWA,2021
337,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,40-44,LAKI-LAKI,40991,JIWA,2021
338,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,40-44,PEREMPUAN,41460,JIWA,2021
339,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,45-49,LAKI-LAKI,37926,JIWA,2021
340,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,45-49,PEREMPUAN,39589,JIWA,2021
341,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,50-54,LAKI-LAKI,36993,JIWA,2021
342,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,50-54,PEREMPUAN,38563,JIWA,2021
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,55-59,LAKI-LAKI,33333,JIWA,2021
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,55-59,PEREMPUAN,34559,JIWA,2021
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,60-64,LAKI-LAKI,27009,JIWA,2021
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,60-64,PEREMPUAN,27590,JIWA,2021
347,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,65-69,LAKI-LAKI,21645,JIWA,2021
348,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,65-69,PEREMPUAN,21814,JIWA,2021
349,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,70-74,LAKI-LAKI,13748,JIWA,2021
350,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,70-74,PEREMPUAN,13954,JIWA,2021
351,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,> 75,LAKI-LAKI,16660,JIWA,2021
352,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,> 75,PEREMPUAN,18648,JIWA,2021
353,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,00-04,LAKI-LAKI,64915,JIWA,2021
354,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,00-04,PEREMPUAN,61179,JIWA,2021
355,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,05-09,LAKI-LAKI,85435,JIWA,2021
356,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,05-09,PEREMPUAN,80137,JIWA,2021
357,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,10-14,LAKI-LAKI,78748,JIWA,2021
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,10-14,PEREMPUAN,74237,JIWA,2021
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,LAKI-LAKI,70079,JIWA,2021
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,PEREMPUAN,66947,JIWA,2021
361,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,LAKI-LAKI,82503,JIWA,2021
362,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,PEREMPUAN,77132,JIWA,2021
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-29,LAKI-LAKI,80116,JIWA,2021
364,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-29,PEREMPUAN,71971,JIWA,2021
365,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,30-34,LAKI-LAKI,72370,JIWA,2021
366,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,30-34,PEREMPUAN,65783,JIWA,2021
367,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,35-39,LAKI-LAKI,76978,JIWA,2021
368,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,35-39,PEREMPUAN,83713,JIWA,2021
369,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,40-44,LAKI-LAKI,73849,JIWA,2021
370,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,40-44,PEREMPUAN,81850,JIWA,2021
371,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,45-49,LAKI-LAKI,69645,JIWA,2021
372,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,45-49,PEREMPUAN,74360,JIWA,2021
373,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,50-54,LAKI-LAKI,58883,JIWA,2021
374,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,50-54,PEREMPUAN,58226,JIWA,2021
375,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,55-59,LAKI-LAKI,44858,JIWA,2021
376,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,55-59,PEREMPUAN,46724,JIWA,2021
377,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,60-64,LAKI-LAKI,37292,JIWA,2021
378,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,60-64,PEREMPUAN,37643,JIWA,2021
379,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,65-69,LAKI-LAKI,26210,JIWA,2021
380,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,65-69,PEREMPUAN,24765,JIWA,2021
381,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,70-74,LAKI-LAKI,15400,JIWA,2021
382,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,70-74,PEREMPUAN,16019,JIWA,2021
383,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,> 75,LAKI-LAKI,12557,JIWA,2021
384,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,> 75,PEREMPUAN,14648,JIWA,2021
385,32,JAWA BARAT,3213,KABUPATEN SUBANG,00-04,LAKI-LAKI,55241,JIWA,2021
386,32,JAWA BARAT,3213,KABUPATEN SUBANG,00-04,PEREMPUAN,51416,JIWA,2021
387,32,JAWA BARAT,3213,KABUPATEN SUBANG,05-09,LAKI-LAKI,68538,JIWA,2021
388,32,JAWA BARAT,3213,KABUPATEN SUBANG,05-09,PEREMPUAN,63899,JIWA,2021
389,32,JAWA BARAT,3213,KABUPATEN SUBANG,10-14,LAKI-LAKI,66878,JIWA,2021
390,32,JAWA BARAT,3213,KABUPATEN SUBANG,10-14,PEREMPUAN,62698,JIWA,2021
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,LAKI-LAKI,56606,JIWA,2021
392,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,PEREMPUAN,55028,JIWA,2021
393,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,LAKI-LAKI,68293,JIWA,2021
394,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,PEREMPUAN,66470,JIWA,2021
395,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-29,LAKI-LAKI,64586,JIWA,2021
396,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-29,PEREMPUAN,62758,JIWA,2021
397,32,JAWA BARAT,3213,KABUPATEN SUBANG,30-34,LAKI-LAKI,54434,JIWA,2021
398,32,JAWA BARAT,3213,KABUPATEN SUBANG,30-34,PEREMPUAN,55338,JIWA,2021
399,32,JAWA BARAT,3213,KABUPATEN SUBANG,35-39,LAKI-LAKI,60059,JIWA,2021
400,32,JAWA BARAT,3213,KABUPATEN SUBANG,35-39,PEREMPUAN,64964,JIWA,2021
401,32,JAWA BARAT,3213,KABUPATEN SUBANG,40-44,LAKI-LAKI,58362,JIWA,2021
402,32,JAWA BARAT,3213,KABUPATEN SUBANG,40-44,PEREMPUAN,62564,JIWA,2021
403,32,JAWA BARAT,3213,KABUPATEN SUBANG,45-49,LAKI-LAKI,57024,JIWA,2021
404,32,JAWA BARAT,3213,KABUPATEN SUBANG,45-49,PEREMPUAN,62773,JIWA,2021
405,32,JAWA BARAT,3213,KABUPATEN SUBANG,50-54,LAKI-LAKI,53421,JIWA,2021
406,32,JAWA BARAT,3213,KABUPATEN SUBANG,50-54,PEREMPUAN,53284,JIWA,2021
407,32,JAWA BARAT,3213,KABUPATEN SUBANG,55-59,LAKI-LAKI,43290,JIWA,2021
408,32,JAWA BARAT,3213,KABUPATEN SUBANG,55-59,PEREMPUAN,44223,JIWA,2021
409,32,JAWA BARAT,3213,KABUPATEN SUBANG,60-64,LAKI-LAKI,35498,JIWA,2021
410,32,JAWA BARAT,3213,KABUPATEN SUBANG,60-64,PEREMPUAN,34327,JIWA,2021
411,32,JAWA BARAT,3213,KABUPATEN SUBANG,65-69,LAKI-LAKI,25960,JIWA,2021
412,32,JAWA BARAT,3213,KABUPATEN SUBANG,65-69,PEREMPUAN,23884,JIWA,2021
413,32,JAWA BARAT,3213,KABUPATEN SUBANG,70-74,LAKI-LAKI,15647,JIWA,2021
414,32,JAWA BARAT,3213,KABUPATEN SUBANG,70-74,PEREMPUAN,14849,JIWA,2021
415,32,JAWA BARAT,3213,KABUPATEN SUBANG,> 75,LAKI-LAKI,16218,JIWA,2021
416,32,JAWA BARAT,3213,KABUPATEN SUBANG,> 75,PEREMPUAN,17649,JIWA,2021
417,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,00-04,LAKI-LAKI,39980,JIWA,2021
418,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,00-04,PEREMPUAN,37105,JIWA,2021
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,05-09,LAKI-LAKI,49622,JIWA,2021
420,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,05-09,PEREMPUAN,46228,JIWA,2021
421,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,10-14,LAKI-LAKI,46539,JIWA,2021
422,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,10-14,PEREMPUAN,43885,JIWA,2021
423,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,LAKI-LAKI,36668,JIWA,2021
424,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,PEREMPUAN,36482,JIWA,2021
425,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,LAKI-LAKI,43340,JIWA,2021
426,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,PEREMPUAN,41882,JIWA,2021
427,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-29,LAKI-LAKI,42628,JIWA,2021
428,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-29,PEREMPUAN,41526,JIWA,2021
429,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,30-34,LAKI-LAKI,39066,JIWA,2021
430,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,30-34,PEREMPUAN,37746,JIWA,2021
431,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,35-39,LAKI-LAKI,39854,JIWA,2021
432,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,35-39,PEREMPUAN,39503,JIWA,2021
433,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,40-44,LAKI-LAKI,36713,JIWA,2021
434,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,40-44,PEREMPUAN,37896,JIWA,2021
435,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,45-49,LAKI-LAKI,34783,JIWA,2021
436,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,45-49,PEREMPUAN,35842,JIWA,2021
437,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,50-54,LAKI-LAKI,30160,JIWA,2021
438,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,50-54,PEREMPUAN,29309,JIWA,2021
439,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,55-59,LAKI-LAKI,23165,JIWA,2021
440,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,55-59,PEREMPUAN,22456,JIWA,2021
441,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,60-64,LAKI-LAKI,17208,JIWA,2021
442,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,60-64,PEREMPUAN,16414,JIWA,2021
443,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,65-69,LAKI-LAKI,12174,JIWA,2021
444,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,65-69,PEREMPUAN,11367,JIWA,2021
445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,70-74,LAKI-LAKI,6822,JIWA,2021
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,70-74,PEREMPUAN,7309,JIWA,2021
447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,> 75,LAKI-LAKI,7957,JIWA,2021
448,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,> 75,PEREMPUAN,9709,JIWA,2021
449,32,JAWA BARAT,3215,KABUPATEN KARAWANG,00-04,LAKI-LAKI,87448,JIWA,2021
450,32,JAWA BARAT,3215,KABUPATEN KARAWANG,00-04,PEREMPUAN,81700,JIWA,2021
451,32,JAWA BARAT,3215,KABUPATEN KARAWANG,05-09,LAKI-LAKI,114516,JIWA,2021
452,32,JAWA BARAT,3215,KABUPATEN KARAWANG,05-09,PEREMPUAN,107306,JIWA,2021
453,32,JAWA BARAT,3215,KABUPATEN KARAWANG,10-14,LAKI-LAKI,105015,JIWA,2021
454,32,JAWA BARAT,3215,KABUPATEN KARAWANG,10-14,PEREMPUAN,98922,JIWA,2021
455,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,LAKI-LAKI,81989,JIWA,2021
456,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,PEREMPUAN,81442,JIWA,2021
457,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,LAKI-LAKI,105566,JIWA,2021
458,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,PEREMPUAN,100262,JIWA,2021
459,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-29,LAKI-LAKI,105379,JIWA,2021
460,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-29,PEREMPUAN,102545,JIWA,2021
461,32,JAWA BARAT,3215,KABUPATEN KARAWANG,30-34,LAKI-LAKI,99238,JIWA,2021
462,32,JAWA BARAT,3215,KABUPATEN KARAWANG,30-34,PEREMPUAN,94873,JIWA,2021
463,32,JAWA BARAT,3215,KABUPATEN KARAWANG,35-39,LAKI-LAKI,100570,JIWA,2021
464,32,JAWA BARAT,3215,KABUPATEN KARAWANG,35-39,PEREMPUAN,101885,JIWA,2021
465,32,JAWA BARAT,3215,KABUPATEN KARAWANG,40-44,LAKI-LAKI,94235,JIWA,2021
466,32,JAWA BARAT,3215,KABUPATEN KARAWANG,40-44,PEREMPUAN,101481,JIWA,2021
467,32,JAWA BARAT,3215,KABUPATEN KARAWANG,45-49,LAKI-LAKI,86365,JIWA,2021
468,32,JAWA BARAT,3215,KABUPATEN KARAWANG,45-49,PEREMPUAN,92764,JIWA,2021
469,32,JAWA BARAT,3215,KABUPATEN KARAWANG,50-54,LAKI-LAKI,74637,JIWA,2021
470,32,JAWA BARAT,3215,KABUPATEN KARAWANG,50-54,PEREMPUAN,73472,JIWA,2021
471,32,JAWA BARAT,3215,KABUPATEN KARAWANG,55-59,LAKI-LAKI,55277,JIWA,2021
472,32,JAWA BARAT,3215,KABUPATEN KARAWANG,55-59,PEREMPUAN,55118,JIWA,2021
473,32,JAWA BARAT,3215,KABUPATEN KARAWANG,60-64,LAKI-LAKI,43081,JIWA,2021
474,32,JAWA BARAT,3215,KABUPATEN KARAWANG,60-64,PEREMPUAN,40501,JIWA,2021
475,32,JAWA BARAT,3215,KABUPATEN KARAWANG,65-69,LAKI-LAKI,28382,JIWA,2021
476,32,JAWA BARAT,3215,KABUPATEN KARAWANG,65-69,PEREMPUAN,25561,JIWA,2021
477,32,JAWA BARAT,3215,KABUPATEN KARAWANG,70-74,LAKI-LAKI,16454,JIWA,2021
478,32,JAWA BARAT,3215,KABUPATEN KARAWANG,70-74,PEREMPUAN,16520,JIWA,2021
479,32,JAWA BARAT,3215,KABUPATEN KARAWANG,> 75,LAKI-LAKI,16827,JIWA,2021
480,32,JAWA BARAT,3215,KABUPATEN KARAWANG,> 75,PEREMPUAN,17564,JIWA,2021
481,32,JAWA BARAT,3216,KABUPATEN BEKASI,00-04,LAKI-LAKI,116777,JIWA,2021
482,32,JAWA BARAT,3216,KABUPATEN BEKASI,00-04,PEREMPUAN,108824,JIWA,2021
483,32,JAWA BARAT,3216,KABUPATEN BEKASI,05-09,LAKI-LAKI,149127,JIWA,2021
484,32,JAWA BARAT,3216,KABUPATEN BEKASI,05-09,PEREMPUAN,139826,JIWA,2021
485,32,JAWA BARAT,3216,KABUPATEN BEKASI,10-14,LAKI-LAKI,147507,JIWA,2021
486,32,JAWA BARAT,3216,KABUPATEN BEKASI,10-14,PEREMPUAN,138927,JIWA,2021
487,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,LAKI-LAKI,114887,JIWA,2021
488,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,PEREMPUAN,111301,JIWA,2021
489,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,LAKI-LAKI,123800,JIWA,2021
490,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,PEREMPUAN,119291,JIWA,2021
491,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-29,LAKI-LAKI,120131,JIWA,2021
492,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-29,PEREMPUAN,121503,JIWA,2021
493,32,JAWA BARAT,3216,KABUPATEN BEKASI,30-34,LAKI-LAKI,123904,JIWA,2021
494,32,JAWA BARAT,3216,KABUPATEN BEKASI,30-34,PEREMPUAN,128397,JIWA,2021
495,32,JAWA BARAT,3216,KABUPATEN BEKASI,35-39,LAKI-LAKI,136359,JIWA,2021
496,32,JAWA BARAT,3216,KABUPATEN BEKASI,35-39,PEREMPUAN,141247,JIWA,2021
497,32,JAWA BARAT,3216,KABUPATEN BEKASI,40-44,LAKI-LAKI,129033,JIWA,2021
498,32,JAWA BARAT,3216,KABUPATEN BEKASI,40-44,PEREMPUAN,136648,JIWA,2021
499,32,JAWA BARAT,3216,KABUPATEN BEKASI,45-49,LAKI-LAKI,116382,JIWA,2021
